min,date,pf,home-score,fg,reb,or,time,away-score,pts,ast,3pa,fga,away-team,3p,team,st,ft,dr,bs,player,fta,home-team,to
7.3166666,23.12.2017,2,120,0,0,0,01:00,117,0,0,0,3,Atlanta Hawks,0,ATL,0,0,0,0,Bembry D.,0,Oklahoma City Thunder,2
0.0,23.12.2017,0,120,0,0,0,01:00,117,0,0,0,0,Atlanta Hawks,0,ATL,0,0,0,0,Babbitt L.,0,Oklahoma City Thunder,0
0.0,23.12.2017,0,120,0,0,0,01:00,117,0,0,0,0,Atlanta Hawks,0,OKL,0,0,0,0,Johnson D.,0,Oklahoma City Thunder,0
0.0,23.12.2017,0,120,0,0,0,01:00,117,0,0,0,0,Atlanta Hawks,0,OKL,0,0,0,0,Ferguson T.,0,Oklahoma City Thunder,0
0.0,23.12.2017,0,120,0,0,0,01:00,117,0,0,0,0,Atlanta Hawks,0,OKL,0,0,0,0,Collison N.,0,Oklahoma City Thunder,0
3.6666667,23.12.2017,1,120,0,0,0,01:00,117,0,1,0,0,Atlanta Hawks,0,OKL,0,0,0,0,Abrines A.,0,Oklahoma City Thunder,2
31.883333,23.12.2017,2,109,13,4,0,01:00,104,32,2,9,21,Charlotte Hornets,4,CHA,2,2,2,1,Walker K.,3,Milwaukee Bucks,2
38.116665,23.12.2017,2,109,12,3,0,01:00,104,28,1,8,22,Charlotte Hornets,3,MIL,1,1,1,1,Middleton K.,1,Milwaukee Bucks,0
36.5,23.12.2017,3,109,9,7,1,01:00,104,26,5,3,20,Charlotte Hornets,1,MIL,1,7,1,0,Antetokounmpo G.,8,Milwaukee Bucks,0
35.883335,23.12.2017,2,109,8,5,1,01:00,104,24,10,6,16,Charlotte Hornets,1,MIL,2,7,2,3,Bledsoe E.,10,Milwaukee Bucks,4
30.1,23.12.2017,2,109,6,5,2,01:00,104,16,3,4,12,Charlotte Hornets,2,CHA,0,2,0,0,Kaminsky F.,4,Milwaukee Bucks,1
32.2,23.12.2017,3,109,4,10,2,01:00,104,15,1,2,8,Charlotte Hornets,1,CHA,1,6,1,1,Williams Ma.,6,Milwaukee Bucks,0
31.733334,23.12.2017,2,109,5,1,0,01:00,104,14,6,3,7,Charlotte Hornets,2,CHA,0,2,0,0,Batum N.,2,Milwaukee Bucks,3
30.583334,23.12.2017,2,109,5,6,0,01:00,104,14,4,3,11,Charlotte Hornets,2,MIL,1,2,1,1,Brogdon M.,2,Milwaukee Bucks,1
32.033333,23.12.2017,2,109,5,4,0,01:00,104,13,1,4,13,Charlotte Hornets,1,CHA,1,2,1,0,Lamb J.,2,Milwaukee Bucks,2
31.916666,23.12.2017,2,109,3,7,1,01:00,104,6,4,1,11,Charlotte Hornets,0,CHA,0,0,0,2,Kidd-Gilchrist M.,0,Milwaukee Bucks,0
19.25,23.12.2017,1,109,2,8,4,01:00,104,6,0,0,2,Charlotte Hornets,0,MIL,0,2,0,0,Henson J.,2,Milwaukee Bucks,0
10.366667,23.12.2017,0,109,2,3,0,01:00,104,5,2,2,3,Charlotte Hornets,1,MIL,0,0,0,0,Kilpatrick S.,0,Milwaukee Bucks,0
18.383333,23.12.2017,0,109,2,4,0,01:00,104,4,0,1,4,Charlotte Hornets,0,MIL,0,0,0,0,Maker T.,0,Milwaukee Bucks,1
18.45,23.12.2017,1,109,1,7,4,01:00,104,3,1,1,7,Charlotte Hornets,1,CHA,0,0,0,0,O'Bryant III J.,0,Milwaukee Bucks,0
17.15,23.12.2017,3,109,1,4,0,01:00,104,3,3,2,6,Charlotte Hornets,1,CHA,0,0,0,2,Carter-Williams M.,0,Milwaukee Bucks,1
4.6,23.12.2017,1,109,1,1,0,01:00,104,2,0,0,3,Charlotte Hornets,0,CHA,0,0,0,1,Howard D.,0,Milwaukee Bucks,0
7.0,23.12.2017,2,109,1,1,0,01:00,104,2,0,0,2,Charlotte Hornets,0,MIL,1,0,1,0,Brown S.,0,Milwaukee Bucks,1
9.916667,23.12.2017,0,109,0,0,0,01:00,104,0,0,0,0,Charlotte Hornets,0,CHA,0,0,0,0,Monk M.,0,Milwaukee Bucks,0
0.0,23.12.2017,0,109,0,0,0,01:00,104,0,0,0,0,Charlotte Hornets,0,CHA,0,0,0,0,Graham T.,0,Milwaukee Bucks,0
0.0,23.12.2017,0,109,0,0,0,01:00,104,0,0,0,0,Charlotte Hornets,0,CHA,0,0,0,0,Bacon D.,0,Milwaukee Bucks,0
0.0,23.12.2017,0,109,0,0,0,01:00,104,0,0,0,0,Charlotte Hornets,0,MIL,0,0,0,0,Wilson D.J.,0,Milwaukee Bucks,0
0.0,23.12.2017,0,109,0,0,0,01:00,104,0,0,0,0,Charlotte Hornets,0,MIL,0,0,0,0,Terry J.,0,Milwaukee Bucks,0
20.3,23.12.2017,1,109,0,2,0,01:00,104,0,1,3,4,Charlotte Hornets,0,MIL,0,0,0,0,Snell T.,0,Milwaukee Bucks,0
9.4,23.12.2017,3,109,0,4,0,01:00,104,0,0,0,0,Charlotte Hornets,0,MIL,1,0,1,0,Liggins D.,0,Milwaukee Bucks,0
14.2,23.12.2017,0,109,0,0,0,01:00,104,0,4,3,3,Charlotte Hornets,0,MIL,0,0,0,0,Dellavedova M.,0,Milwaukee Bucks,0
39.433334,23.12.2017,2,113,10,3,0,01:00,101,28,0,12,16,Dallas Mavericks,8,MIA,0,0,0,0,Ellington W.,0,Miami Heat,0
36.366665,23.12.2017,3,113,11,4,0,01:00,101,24,5,3,14,Dallas Mavericks,2,MIA,1,0,1,2,Richardson J.,0,Miami Heat,2
32.85,23.12.2017,2,113,9,2,0,01:00,101,23,2,7,13,Dallas Mavericks,5,DAL,2,0,2,0,Ferrell Y.,0,Miami Heat,1
32.483334,23.12.2017,0,113,7,4,0,01:00,101,20,3,15,17,Dallas Mavericks,6,DAL,0,0,0,0,Nowitzki D.,0,Miami Heat,2
32.183334,23.12.2017,1,113,8,2,1,01:00,101,20,2,3,15,Dallas Mavericks,1,DAL,0,3,0,0,Barnes H.,5,Miami Heat,1
38.65,23.12.2017,0,113,8,7,0,01:00,101,19,4,3,12,Dallas Mavericks,2,MIA,0,1,0,0,Johnson T.,2,Miami Heat,3
37.483334,23.12.2017,3,113,6,8,1,01:00,101,14,5,0,9,Dallas Mavericks,0,MIA,1,2,1,0,Adebayo B.,2,Miami Heat,1
25.766666,23.12.2017,2,113,4,6,0,01:00,101,11,2,4,7,Dallas Mavericks,3,MIA,0,0,0,1,Olynyk K.,0,Miami Heat,3
33.9,23.12.2017,2,113,2,0,0,01:00,101,9,3,3,6,Dallas Mavericks,1,DAL,1,4,1,0,Matthews W.,4,Miami Heat,1
16.833334,23.12.2017,0,113,4,2,0,01:00,101,8,1,0,4,Dallas Mavericks,0,DAL,2,0,2,1,Powell D.,0,Miami Heat,0
25.5,23.12.2017,3,113,3,3,0,01:00,101,8,8,3,8,Dallas Mavericks,2,DAL,0,0,0,0,Barea J.J.,0,Miami Heat,0
23.933332,23.12.2017,0,113,2,2,0,01:00,101,7,5,2,3,Dallas Mavericks,1,MIA,0,2,0,0,Walton Jr. D.,2,Miami Heat,0
26.65,23.12.2017,2,113,2,2,0,01:00,101,6,7,3,7,Dallas Mavericks,2,DAL,0,0,0,0,Smith Jr. D.,0,Miami Heat,2
21.85,23.12.2017,4,113,3,3,1,01:00,101,6,1,1,9,Dallas Mavericks,0,MIA,0,0,0,0,Mickey J.,0,Miami Heat,1
14.5,23.12.2017,1,113,2,5,1,01:00,101,4,0,0,3,Dallas Mavericks,0,DAL,0,0,0,1,Mejri S.,0,Miami Heat,0
8.566667,23.12.2017,1,113,2,1,0,01:00,101,4,2,0,2,Dallas Mavericks,0,MIA,1,0,1,0,Waiters D.,0,Miami Heat,1
8.333333,23.12.2017,0,113,1,0,0,01:00,101,2,0,0,1,Dallas Mavericks,0,DAL,0,0,0,0,Harris D.,0,Miami Heat,1
8.766666,23.12.2017,0,113,0,1,0,01:00,101,1,2,0,0,Dallas Mavericks,0,DAL,0,1,0,0,Collinsworth K.,2,Miami Heat,0
8.0,23.12.2017,1,113,0,1,1,01:00,101,0,0,1,1,Dallas Mavericks,0,DAL,0,0,0,0,Kleber M.,0,Miami Heat,0
0.0,23.12.2017,0,113,0,0,0,01:00,101,0,0,0,0,Dallas Mavericks,0,MIA,0,0,0,0,Williams Jr. M.,0,Miami Heat,0
7.9333334,23.12.2017,0,113,0,1,0,01:00,101,0,1,0,0,Dallas Mavericks,0,MIA,0,0,0,0,Haslem U.,0,Miami Heat,0
41.4,23.12.2017,6,118,15,4,0,01:00,128,51,8,14,28,Los Angeles Clippers,6,HOU,3,15,3,0,Harden J.,16,Houston Rockets,8
39.266666,23.12.2017,2,118,11,2,0,01:00,128,36,7,15,25,Los Angeles Clippers,6,LAC,1,8,1,1,Rivers A.,11,Houston Rockets,4
38.633335,23.12.2017,1,118,10,2,0,01:00,128,32,7,11,21,Los Angeles Clippers,7,LAC,3,5,3,0,Williams L.,6,Houston Rockets,1
39.983334,23.12.2017,2,118,9,4,1,01:00,128,28,2,12,20,Los Angeles Clippers,6,HOU,0,4,0,0,Gordon E.,6,Houston Rockets,2
33.4,23.12.2017,4,118,5,20,3,01:00,128,15,1,0,7,Los Angeles Clippers,0,LAC,0,5,0,2,Jordan D.,6,Houston Rockets,0
26.266666,23.12.2017,5,118,5,1,1,01:00,128,15,4,7,13,Los Angeles Clippers,3,LAC,1,2,1,0,Evans J.,2,Houston Rockets,1
34.85,23.12.2017,3,118,3,10,2,01:00,128,14,2,4,7,Los Angeles Clippers,2,HOU,0,6,0,1,Anderson R.,6,Houston Rockets,1
28.366667,23.12.2017,1,118,5,5,3,01:00,128,12,3,1,7,Los Angeles Clippers,0,LAC,1,2,1,0,Dekker S.,2,Houston Rockets,2
42.733334,23.12.2017,3,118,4,4,0,01:00,128,12,2,7,9,Los Angeles Clippers,2,HOU,1,2,1,0,Ariza T.,3,Houston Rockets,2
30.516666,23.12.2017,4,118,4,2,1,01:00,128,9,2,5,9,Los Angeles Clippers,1,LAC,1,0,1,0,Williams C.,0,Houston Rockets,0
15.966666,23.12.2017,3,118,2,7,4,01:00,128,5,0,0,3,Los Angeles Clippers,0,HOU,0,1,0,2,Black T.,2,Houston Rockets,4
22.816668,23.12.2017,6,118,1,2,0,01:00,128,3,0,3,3,Los Angeles Clippers,1,LAC,0,0,0,0,Wilson J.,0,Houston Rockets,0
7.8166666,23.12.2017,0,118,1,3,1,01:00,128,3,0,0,2,Los Angeles Clippers,0,LAC,0,1,0,2,Reed W.,2,Houston Rockets,0
12.716666,23.12.2017,2,118,1,1,0,01:00,128,3,0,0,4,Los Angeles Clippers,0,LAC,1,1,1,0,Harrell M.,2,Houston Rockets,0
32.0,23.12.2017,4,118,1,10,2,01:00,128,3,1,3,4,Los Angeles Clippers,1,HOU,0,0,0,0,Tucker P. J.,0,Houston Rockets,0
16.666666,23.12.2017,1,118,1,2,0,01:00,128,3,0,0,4,Los Angeles Clippers,0,HOU,0,1,0,0,Nene,2,Houston Rockets,0
16.383333,23.12.2017,4,118,1,2,0,01:00,128,2,1,0,3,Los Angeles Clippers,0,HOU,0,0,0,1,Weber B.,0,Houston Rockets,0
0.15,23.12.2017,0,118,0,0,0,01:00,128,0,0,0,0,Los Angeles Clippers,0,LAC,0,0,0,0,Thornwell S.,0,Houston Rockets,0
0.0,23.12.2017,0,118,0,0,0,01:00,128,0,0,0,0,Los Angeles Clippers,0,HOU,0,0,0,0,Jackson D.,0,Houston Rockets,0
0.0,23.12.2017,0,118,0,0,0,01:00,128,0,0,0,0,Los Angeles Clippers,0,HOU,0,0,0,0,Qi Z.,0,Houston Rockets,0
0.0,23.12.2017,0,118,0,0,0,01:00,128,0,0,0,0,Los Angeles Clippers,0,HOU,0,0,0,0,Brown B.,0,Houston Rockets,0
37.116665,23.12.2017,4,85,12,8,2,03:00,102,27,6,6,21,Denver Nuggets,2,DEN,0,1,0,2,Jokic N.,1,Portland Trail Blazers,3
41.9,23.12.2017,2,85,8,11,4,03:00,102,21,0,3,15,Denver Nuggets,2,DEN,0,3,0,0,Chandler W.,4,Portland Trail Blazers,3
38.116665,23.12.2017,0,85,7,2,1,03:00,102,17,2,3,12,Denver Nuggets,0,DEN,3,3,3,1,Harris G.,4,Portland Trail Blazers,2
33.766666,23.12.2017,0,85,7,3,1,03:00,102,15,3,5,18,Denver Nuggets,1,POR,0,0,0,0,McCollum C.,0,Portland Trail Blazers,2
37.066666,23.12.2017,1,85,6,4,2,03:00,102,14,5,5,15,Denver Nuggets,1,POR,3,1,3,0,Napier S.,2,Portland Trail Blazers,0
25.5,23.12.2017,2,85,4,7,2,03:00,102,12,1,3,8,Denver Nuggets,1,DEN,0,3,0,2,Barton W.,4,Portland Trail Blazers,1
21.683332,23.12.2017,3,85,5,4,1,03:00,102,12,0,2,6,Denver Nuggets,1,POR,0,1,0,0,Connaughton P.,2,Portland Trail Blazers,0
32.916668,23.12.2017,1,85,4,9,2,03:00,102,10,3,3,10,Denver Nuggets,1,DEN,0,1,0,1,Lyles T.,2,Portland Trail Blazers,1
24.2,23.12.2017,2,85,4,1,1,03:00,102,10,0,0,10,Denver Nuggets,0,POR,0,2,0,0,Nurkic J.,4,Portland Trail Blazers,4
17.966667,23.12.2017,6,85,4,2,0,03:00,102,10,2,1,6,Denver Nuggets,1,POR,0,1,0,0,Collins Z.,2,Portland Trail Blazers,0
24.683332,23.12.2017,2,85,4,5,3,03:00,102,8,3,0,7,Denver Nuggets,0,DEN,1,0,1,4,Plumlee M.,0,Portland Trail Blazers,1
21.233334,23.12.2017,2,85,2,7,3,03:00,102,8,0,0,5,Denver Nuggets,0,POR,0,4,0,0,Davis E.,6,Portland Trail Blazers,1
26.85,23.12.2017,2,85,3,2,0,03:00,102,7,4,5,10,Denver Nuggets,1,DEN,0,0,0,0,Murray J.,0,Portland Trail Blazers,3
21.9,23.12.2017,0,85,3,2,0,03:00,102,7,2,1,4,Denver Nuggets,1,POR,1,0,1,0,Turner E.,0,Portland Trail Blazers,1
19.35,23.12.2017,0,85,2,2,1,03:00,102,4,0,0,5,Denver Nuggets,0,POR,1,0,1,2,Harkless M.,0,Portland Trail Blazers,0
26.966667,23.12.2017,2,85,1,6,0,03:00,102,3,0,8,9,Denver Nuggets,1,POR,1,0,1,2,Aminu A.,0,Portland Trail Blazers,1
3.7166667,23.12.2017,0,85,1,0,0,03:00,102,2,0,0,2,Denver Nuggets,0,POR,0,0,0,0,Swanigan C.,0,Portland Trail Blazers,0
0.0,23.12.2017,0,85,0,0,0,03:00,102,0,0,0,0,Denver Nuggets,0,DEN,0,0,0,0,Jefferson R.,0,Portland Trail Blazers,0
1.15,23.12.2017,0,85,0,1,0,03:00,102,0,0,0,0,Denver Nuggets,0,DEN,0,0,0,0,Hernangomez J.,0,Portland Trail Blazers,0
0.0,23.12.2017,0,85,0,0,0,03:00,102,0,0,0,0,Denver Nuggets,0,DEN,0,0,0,0,Faried K.,0,Portland Trail Blazers,0
10.566667,23.12.2017,0,85,0,3,1,03:00,102,0,0,2,2,Denver Nuggets,0,DEN,0,0,0,0,Craig T.,0,Portland Trail Blazers,0
1.15,23.12.2017,0,85,0,0,0,03:00,102,0,0,0,0,Denver Nuggets,0,DEN,0,0,0,0,Beasley M.,0,Portland Trail Blazers,0
0.0,23.12.2017,0,85,0,0,0,03:00,102,0,0,0,0,Denver Nuggets,0,DEN,0,0,0,0,Arthur D.,0,Portland Trail Blazers,0
2.5666666,23.12.2017,1,85,0,1,0,03:00,102,0,0,0,1,Denver Nuggets,0,POR,0,0,0,0,Vonleh N.,0,Portland Trail Blazers,0
0.0,23.12.2017,0,85,0,0,0,03:00,102,0,0,0,0,Denver Nuggets,0,POR,0,0,0,0,Leonard M.,0,Portland Trail Blazers,0
9.566667,23.12.2017,2,85,0,1,0,03:00,102,0,2,0,1,Denver Nuggets,0,POR,0,0,0,0,Layman J.,0,Portland Trail Blazers,0
37.516666,23.12.2017,3,113,9,7,0,03:30,106,33,7,10,20,Los Angeles Lakers,3,GSW,2,12,2,4,Durant K.,13,Golden State Warriors,1
42.966667,23.12.2017,3,113,9,14,3,03:30,106,27,1,6,15,Los Angeles Lakers,3,LAL,2,6,2,1,Kuzma K.,8,Golden State Warriors,3
37.016666,23.12.2017,2,113,9,5,2,03:30,106,24,5,6,16,Los Angeles Lakers,5,LAL,0,1,0,1,Ball L.,4,Golden State Warriors,5
24.0,23.12.2017,4,113,7,10,5,03:30,106,21,1,3,16,Los Angeles Lakers,2,LAL,2,5,2,1,Randle J.,6,Golden State Warriors,2
24.883333,23.12.2017,4,113,9,10,6,03:30,106,20,3,0,13,Los Angeles Lakers,0,GSW,1,2,1,1,Bell J.,2,Golden State Warriors,1
34.35,23.12.2017,1,113,7,1,0,03:30,106,16,1,9,18,Los Angeles Lakers,2,GSW,1,0,1,2,Thompson K.,0,Golden State Warriors,2
30.1,23.12.2017,4,113,4,11,1,03:30,106,13,7,3,9,Los Angeles Lakers,1,GSW,2,4,2,0,Green D.,4,Golden State Warriors,6
35.6,23.12.2017,3,113,5,3,1,03:30,106,12,4,1,11,Los Angeles Lakers,0,LAL,0,2,0,0,Ingram B.,2,Golden State Warriors,1
18.666666,23.12.2017,0,113,5,3,0,03:30,106,10,1,0,8,Los Angeles Lakers,0,GSW,1,0,1,2,Casspi O.,0,Golden State Warriors,0
34.116665,23.12.2017,3,113,4,5,2,03:30,106,10,4,10,16,Los Angeles Lakers,1,LAL,3,1,3,0,Caldwell-Pope K.,2,Golden State Warriors,0
18.666666,23.12.2017,2,113,3,2,0,03:30,106,8,0,1,3,Los Angeles Lakers,1,GSW,0,1,0,0,Young N.,1,Golden State Warriors,1
17.65,23.12.2017,1,113,3,4,2,03:30,106,8,3,0,6,Los Angeles Lakers,0,GSW,0,2,0,2,West D.,3,Golden State Warriors,0
11.866667,23.12.2017,1,113,3,3,2,03:30,106,6,0,0,5,Los Angeles Lakers,0,LAL,0,0,0,1,Bogut A.,0,Golden State Warriors,1
27.866667,23.12.2017,1,113,2,3,0,03:30,106,5,0,1,5,Los Angeles Lakers,0,GSW,1,1,1,0,McCaw P.,2,Golden State Warriors,0
14.433333,23.12.2017,2,113,2,3,0,03:30,106,4,4,2,9,Los Angeles Lakers,0,LAL,0,0,0,0,Clarkson J.,0,Golden State Warriors,1
12.133333,23.12.2017,2,113,1,2,0,03:30,106,2,1,0,3,Los Angeles Lakers,0,LAL,1,0,1,1,Nance L.,0,Golden State Warriors,1
0.0,23.12.2017,0,113,0,0,0,03:30,106,0,0,0,0,Los Angeles Lakers,0,GSW,0,0,0,0,McGee J.,0,Golden State Warriors,0
8.45,23.12.2017,0,113,0,1,1,03:30,106,0,0,0,0,Los Angeles Lakers,0,GSW,0,0,0,1,Looney K.,2,Golden State Warriors,0
21.833334,23.12.2017,1,113,0,0,0,03:30,106,0,2,0,3,Los Angeles Lakers,0,GSW,1,0,1,1,Iguodala A.,0,Golden State Warriors,4
0.0,23.12.2017,0,113,0,0,0,03:30,106,0,0,0,0,Los Angeles Lakers,0,GSW,0,0,0,0,Cook Q.,0,Golden State Warriors,0
16.35,23.12.2017,1,113,0,1,0,03:30,106,0,1,1,3,Los Angeles Lakers,0,LAL,3,0,3,0,Hart J.,0,Golden State Warriors,1
0.0,23.12.2017,0,113,0,0,0,03:30,106,0,0,0,0,Los Angeles Lakers,0,LAL,0,0,0,0,Ennis T.,0,Golden State Warriors,0
7.0,23.12.2017,2,113,0,0,0,03:30,106,0,1,0,0,Los Angeles Lakers,0,LAL,0,0,0,0,Caruso A.,0,Golden State Warriors,0
0.0,23.12.2017,0,113,0,0,0,03:30,106,0,0,0,0,Los Angeles Lakers,0,LAL,0,0,0,0,Bryant T.,0,Golden State Warriors,0
4.5,23.12.2017,0,113,0,0,0,03:30,106,0,0,0,0,Los Angeles Lakers,0,LAL,0,0,0,0,Brewer C.,0,Golden State Warriors,0
34.533333,23.12.2017,0,102,9,5,1,22:00,86,29,2,7,20,Philadelphia 76ers,4,TOR,1,7,1,0,DeRozan D.,8,Toronto Raptors,3
33.1,23.12.2017,1,102,5,6,2,22:00,86,17,5,5,12,Philadelphia 76ers,3,PHI,0,4,0,0,Saric D.,6,Toronto Raptors,3
24.566668,23.12.2017,5,102,6,6,0,22:00,86,17,0,2,10,Philadelphia 76ers,1,TOR,0,4,0,1,Ibaka S.,4,Toronto Raptors,3
22.95,23.12.2017,2,102,5,8,0,22:00,86,14,2,4,13,Philadelphia 76ers,1,PHI,0,3,0,3,Embiid J.,4,Toronto Raptors,5
25.05,23.12.2017,0,102,6,1,0,22:00,86,14,1,2,12,Philadelphia 76ers,1,TOR,3,1,3,1,Wright D.,1,Toronto Raptors,1
17.95,23.12.2017,3,102,4,4,1,22:00,86,12,0,0,5,Philadelphia 76ers,0,PHI,1,4,1,1,Johnson A.,4,Toronto Raptors,0
23.716667,23.12.2017,3,102,4,6,2,22:00,86,12,1,0,7,Philadelphia 76ers,0,TOR,0,4,0,0,Valanciunas J.,5,Toronto Raptors,2
29.6,23.12.2017,4,102,3,3,0,22:00,86,12,5,5,7,Philadelphia 76ers,1,TOR,3,5,3,0,Lowry K.,5,Toronto Raptors,4
32.616665,23.12.2017,2,102,5,5,2,22:00,86,10,6,0,13,Philadelphia 76ers,0,PHI,1,0,1,0,Simmons B.,2,Toronto Raptors,3
27.116667,23.12.2017,4,102,4,4,0,22:00,86,9,3,6,12,Philadelphia 76ers,1,PHI,0,0,0,0,Luwawu-Cabarrot T.,2,Toronto Raptors,1
20.166666,23.12.2017,2,102,4,2,0,22:00,86,8,1,2,8,Philadelphia 76ers,0,PHI,2,0,2,2,McConnell T.J.,0,Toronto Raptors,2
12.916667,23.12.2017,2,102,3,2,0,22:00,86,8,0,4,8,Philadelphia 76ers,2,TOR,1,0,1,0,Powell N.,0,Toronto Raptors,0
36.75,23.12.2017,3,102,2,3,0,22:00,86,6,1,4,5,Philadelphia 76ers,1,PHI,5,1,5,0,Covington R.,1,Toronto Raptors,3
23.666666,23.12.2017,5,102,2,1,0,22:00,86,6,0,5,7,Philadelphia 76ers,1,PHI,0,1,0,0,Bayless J.,1,Toronto Raptors,2
24.283333,23.12.2017,5,102,2,5,2,22:00,86,6,1,0,5,Philadelphia 76ers,0,TOR,2,2,2,3,Poeltl J.,3,Toronto Raptors,0
22.766666,23.12.2017,1,102,2,5,1,22:00,86,4,4,2,8,Philadelphia 76ers,0,TOR,3,0,3,0,Siakam P.,0,Toronto Raptors,2
3.6833334,23.12.2017,0,102,1,0,0,22:00,86,2,0,0,1,Philadelphia 76ers,0,PHI,0,0,0,0,Pullen J.,0,Toronto Raptors,1
14.633333,23.12.2017,2,102,1,5,2,22:00,86,2,0,0,2,Philadelphia 76ers,0,PHI,1,0,1,0,Booker T.,0,Toronto Raptors,1
3.6833334,23.12.2017,0,102,0,0,0,22:00,86,0,0,1,1,Philadelphia 76ers,0,PHI,0,0,0,1,McAdoo J. M.,0,Toronto Raptors,0
3.6833334,23.12.2017,0,102,0,3,0,22:00,86,0,1,0,1,Philadelphia 76ers,0,PHI,0,0,0,0,Holmes R.,0,Toronto Raptors,1
18.95,23.12.2017,1,102,0,4,0,22:00,86,0,2,2,5,Philadelphia 76ers,0,TOR,1,0,1,1,VanVleet F.,0,Toronto Raptors,0
2.7666667,23.12.2017,0,102,0,0,0,22:00,86,0,0,0,0,Philadelphia 76ers,0,TOR,0,0,0,0,Miller M.,0,Toronto Raptors,0
20.85,23.12.2017,0,102,0,6,1,22:00,86,0,2,3,3,Philadelphia 76ers,0,TOR,1,0,1,0,Anunoby OG.,0,Toronto Raptors,2
35.566666,24.12.2017,3,130,11,5,0,00:00,103,30,10,0,16,Orlando Magic,0,ORL,4,8,4,1,Payton E.,8,Washington Wizards,3
17.116667,24.12.2017,1,130,7,4,1,00:00,103,18,0,1,8,Orlando Magic,1,WAS,0,3,0,0,Scott M.,3,Washington Wizards,2
22.333334,24.12.2017,0,130,6,4,0,00:00,103,17,1,6,10,Orlando Magic,4,WAS,1,1,1,1,Porter O.,1,Washington Wizards,0
30.416666,24.12.2017,2,130,5,3,1,00:00,103,17,3,4,10,Orlando Magic,3,WAS,0,4,0,0,Beal B.,4,Washington Wizards,1
27.733334,24.12.2017,3,130,6,6,0,00:00,103,16,4,5,11,Orlando Magic,3,WAS,0,1,0,0,Oubre K.,1,Washington Wizards,1
27.1,24.12.2017,1,130,6,5,2,00:00,103,16,1,4,10,Orlando Magic,1,WAS,0,3,0,0,Morris Mark.,4,Washington Wizards,2
35.816666,24.12.2017,3,130,7,4,0,00:00,103,16,1,4,15,Orlando Magic,2,ORL,3,0,3,1,Hezonja M.,0,Washington Wizards,2
24.9,24.12.2017,5,130,6,4,1,00:00,103,14,1,6,13,Orlando Magic,2,ORL,0,0,0,0,Simmons J.,0,Washington Wizards,4
24.583334,24.12.2017,4,130,5,2,0,00:00,103,12,0,2,8,Orlando Magic,1,ORL,0,1,0,1,Iwundu W.,2,Washington Wizards,1
30.833334,24.12.2017,1,130,3,3,0,00:00,103,10,13,4,9,Orlando Magic,2,WAS,1,2,1,1,Wall J.,3,Washington Wizards,6
19.0,24.12.2017,2,130,3,6,1,00:00,103,10,1,5,9,Orlando Magic,2,WAS,0,2,0,0,Meeks J.,2,Washington Wizards,0
22.066668,24.12.2017,2,130,4,4,3,00:00,103,9,0,0,5,Orlando Magic,0,WAS,2,1,2,0,Mahinmi I.,1,Washington Wizards,2
24.0,24.12.2017,1,130,4,2,0,00:00,103,9,2,5,9,Orlando Magic,1,ORL,0,0,0,0,Augustin D.,0,Washington Wizards,0
24.333334,24.12.2017,1,130,4,3,1,00:00,103,8,1,0,4,Orlando Magic,0,ORL,0,0,0,0,Biyombo B.,1,Washington Wizards,0
19.666666,24.12.2017,2,130,3,5,2,00:00,103,7,0,1,4,Orlando Magic,1,ORL,0,0,0,0,Payne A.,0,Washington Wizards,1
17.166666,24.12.2017,2,130,3,4,2,00:00,103,6,5,1,5,Orlando Magic,0,WAS,1,0,1,0,Satoransky T.,1,Washington Wizards,1
15.316667,24.12.2017,3,130,1,5,2,00:00,103,5,0,0,4,Orlando Magic,0,WAS,0,3,0,0,Gortat M.,3,Washington Wizards,1
3.7833333,24.12.2017,1,130,2,3,0,00:00,103,4,0,0,2,Orlando Magic,0,WAS,0,0,0,0,McCullough C.,0,Washington Wizards,0
12.766666,24.12.2017,1,130,1,1,0,00:00,103,3,0,5,7,Orlando Magic,1,ORL,0,0,0,0,Speights M.,2,Washington Wizards,0
21.466667,24.12.2017,0,130,1,2,0,00:00,103,3,1,2,6,Orlando Magic,0,ORL,0,1,0,0,Artis J.,2,Washington Wizards,0
3.7833333,24.12.2017,0,130,1,2,0,00:00,103,2,0,0,3,Orlando Magic,0,WAS,0,0,0,0,Smith J.,0,Washington Wizards,0
5.05,24.12.2017,1,130,0,0,0,00:00,103,1,1,0,1,Orlando Magic,0,ORL,0,1,0,0,Vucevic N.,2,Washington Wizards,1
3.35,24.12.2017,0,130,0,0,0,00:00,103,0,1,0,0,Orlando Magic,0,WAS,0,0,0,0,Frazier T.,0,Washington Wizards,0
11.85,24.12.2017,1,130,0,0,0,00:00,103,0,0,1,4,Orlando Magic,0,ORL,0,0,0,0,Afflalo A.,0,Washington Wizards,0
42.3,24.12.2017,4,123,13,4,0,00:00,119,38,6,8,23,Brooklyn Nets,2,IND,1,10,1,1,Oladipo V.,10,Indiana Pacers,0
38.766666,24.12.2017,3,123,8,1,0,00:00,119,26,8,11,20,Brooklyn Nets,5,BRO,0,5,0,0,Dinwiddie S.,5,Indiana Pacers,1
38.1,24.12.2017,4,123,8,9,3,00:00,119,23,1,4,10,Brooklyn Nets,3,IND,0,4,0,6,Turner M.,5,Indiana Pacers,2
